age,employment,gender,race,household_income,education,state,vote_trump
33,1,0,1,"$45,000 to $49,999",More than College,AL,0
62,0,0,0,"$50,000 to $54,999","Completed some college, but no degree",VA,0
41,1,1,1,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",ME,0
62,0,1,1,"$65,000 to $69,999","Completed some graduate, but no degree",AZ,0
44,1,1,0,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CA,0
35,0,0,0,"$40,000 to $44,999","Completed some college, but no degree",NC,0
69,0,0,1,"Less than $14,999",High school graduate,AZ,1
38,1,1,1,"$150,000 to $174,999",More than College,WA,1
21,0,1,1,"$250,000 and above",High school graduate,CA,1
25,1,1,1,"$85,000 to $89,999","Completed some graduate, but no degree",KS,1
58,1,1,1,"$100,000 to $124,999",More than College,LA,1
40,1,1,1,"$150,000 to $174,999",More than College,PA,0
30,0,0,1,"$45,000 to $49,999",Completed some high school,AL,1
65,0,0,1,"$50,000 to $54,999","Completed some graduate, but no degree",WA,1
34,1,1,1,"$175,000 to $199,999",More than College,TX,1
36,1,1,1,"$100,000 to $124,999",More than College,TX,1
21,0,1,1,"$100,000 to $124,999",High school graduate,MD,0
44,0,0,1,"$20,000 to $24,999",Completed some high school,NC,1
57,0,0,1,"$35,000 to $39,999","Completed some college, but no degree",MD,1
44,1,1,1,"$150,000 to $174,999",More than College,TN,1
44,1,0,1,"$150,000 to $174,999","Completed some college, but no degree",CT,0
62,1,1,1,"$65,000 to $69,999",More than College,KY,0
36,1,0,1,"$80,000 to $84,999",More than College,NY,0
36,0,0,1,"$25,000 to $29,999",Completed some high school,NC,1
39,1,1,1,"$150,000 to $174,999",More than College,FL,1
38,0,0,0,"$35,000 to $39,999",Completed some high school,MD,0
54,0,1,1,"Less than $14,999",Completed some high school,WA,0
41,0,0,1,"$15,000 to $19,999",Completed some high school,OH,0
19,1,1,0,"$250,000 and above",High school graduate,OK,0
38,1,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",FL,1
35,0,0,1,"Less than $14,999","Completed some college, but no degree",SC,1
68,0,0,1,"$55,000 to $59,999",High school graduate,PA,1
37,1,0,0,"$55,000 to $59,999",High school graduate,SC,0
61,0,0,0,"Less than $14,999","Completed some graduate, but no degree",CT,0
57,1,1,1,"$150,000 to $174,999",More than College,NY,0
49,0,1,1,"Less than $14,999",Completed some high school,GA,1
36,1,1,1,"$25,000 to $29,999","Completed some college, but no degree",OH,0
30,0,0,1,"Less than $14,999",Completed some high school,AL,1
56,1,1,1,"$25,000 to $29,999","Completed some college, but no degree",FL,0
26,0,0,0,"Less than $14,999",Completed some high school,KS,1
31,1,0,1,"$25,000 to $29,999",Completed some high school,FL,1
20,1,1,0,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",TX,0
61,0,0,1,"$30,000 to $34,999","Completed some graduate, but no degree",MD,0
41,1,0,1,"$125,000 to $149,999","Completed some graduate, but no degree",VA,0
46,0,0,1,"$45,000 to $49,999",High school graduate,CA,1
32,0,0,0,"$15,000 to $19,999",Completed some high school,MI,0
38,0,0,0,"Less than $14,999",Completed some high school,MD,0
35,1,0,1,"$75,000 to $79,999",More than College,VA,1
52,1,1,1,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",NJ,0
37,1,1,1,"$85,000 to $89,999",High school graduate,NY,1
27,0,0,1,"Less than $14,999",Completed some high school,KY,1
40,1,1,1,"$80,000 to $84,999",More than College,NY,0
62,1,0,1,"$70,000 to $74,999",High school graduate,GA,1
24,1,1,0,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",VA,0
40,1,1,1,"$100,000 to $124,999",More than College,NY,0
24,0,0,0,"Less than $14,999","College Degree (such as B.A., B.S.)",CT,0
34,0,0,1,"$75,000 to $79,999",High school graduate,NC,1
32,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",AR,1
19,0,0,0,"$250,000 and above","Completed some graduate, but no degree",IL,0
49,0,0,0,"$20,000 to $24,999",High school graduate,AK,1
18,0,1,0,"Less than $14,999","Completed some college, but no degree",NJ,0
45,1,1,1,"$150,000 to $174,999",More than College,CT,0
61,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",KS,1
34,1,0,1,"$75,000 to $79,999",More than College,VA,1
41,1,1,1,"$150,000 to $174,999",More than College,CO,1
42,0,1,1,"$15,000 to $19,999",High school graduate,NJ,1
51,0,0,1,"$90,000 to $94,999","Completed some graduate, but no degree",CO,0
46,1,0,1,"$25,000 to $29,999","Completed some college, but no degree",NH,0
49,0,0,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",NM,0
69,0,0,1,"Less than $14,999","Completed some graduate, but no degree",VA,0
28,1,0,1,"$80,000 to $84,999","Completed some graduate, but no degree",MN,0
19,0,0,0,"$25,000 to $29,999",Completed some high school,IL,1
34,0,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MI,1
18,0,1,0,"$25,000 to $29,999",High school graduate,NY,0
53,0,0,1,"$30,000 to $34,999",More than College,TX,0
40,0,1,1,"Less than $14,999",High school graduate,NY,0
75,0,0,1,"$15,000 to $19,999",High school graduate,MN,1
38,1,0,1,"$55,000 to $59,999","Completed some graduate, but no degree",MI,0
19,1,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",AK,0
52,1,0,0,"$75,000 to $79,999","Completed some college, but no degree",WA,0
29,0,0,1,"$75,000 to $79,999","Completed some graduate, but no degree",MI,0
35,1,0,0,"Less than $14,999",Completed some high school,NC,0
47,1,1,0,"$70,000 to $74,999","Completed some college, but no degree",HI,1
48,0,0,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",IL,0
33,0,0,1,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",CT,0
32,0,0,1,"$40,000 to $44,999","Completed some college, but no degree",NC,0
22,1,0,0,"$250,000 and above","College Degree (such as B.A., B.S.)",FL,0
20,0,0,0,"$60,000 to $64,999","Completed some college, but no degree",TN,0
48,1,0,0,"$175,000 to $199,999",More than College,MD,0
50,1,1,1,"$175,000 to $199,999",More than College,FL,1
30,0,0,0,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",PA,0
26,1,1,0,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",LA,0
66,0,0,1,"$35,000 to $39,999","Completed some graduate, but no degree",AZ,0
57,0,0,1,"$15,000 to $19,999",High school graduate,OH,0
49,0,0,0,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NJ,0
72,0,0,1,"$45,000 to $49,999",High school graduate,MO,1
27,0,0,0,"Less than $14,999",High school graduate,NY,0
35,0,0,0,"Less than $14,999","Completed some college, but no degree",AL,0
68,1,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NV,0
62,0,0,1,"$25,000 to $29,999","Completed some graduate, but no degree",VA,0
43,1,0,0,"$100,000 to $124,999",More than College,WA,0
45,0,0,1,"$30,000 to $34,999",Completed some high school,CO,0
70,0,0,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,0
38,1,1,1,"$30,000 to $34,999","Completed some graduate, but no degree",CA,0
60,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",MS,1
65,0,1,0,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",CA,0
69,0,1,1,"$65,000 to $69,999",High school graduate,FL,0
37,0,1,1,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",NJ,0
38,0,0,1,"Less than $14,999",High school graduate,MO,0
39,1,1,1,"$50,000 to $54,999",High school graduate,WY,0
60,0,0,0,"$30,000 to $34,999",High school graduate,MO,0
24,0,1,0,"$20,000 to $24,999","Completed some college, but no degree",CA,0
59,1,0,1,"$35,000 to $39,999",High school graduate,MA,0
26,0,1,0,"$15,000 to $19,999","Completed some college, but no degree",IL,0
52,1,1,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",FL,0
65,0,0,1,"$55,000 to $59,999","Completed some graduate, but no degree",MO,0
29,0,0,0,"Less than $14,999",Completed some high school,TX,0
21,1,0,0,"Less than $14,999","College Degree (such as B.A., B.S.)",TX,0
53,0,0,1,"$25,000 to $29,999","Completed some graduate, but no degree",TX,0
40,1,1,1,"$200,000 to $249,999",More than College,CA,1
62,1,1,1,"$90,000 to $94,999",More than College,AR,1
32,1,0,0,"$20,000 to $24,999",Completed some high school,CA,0
37,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",FL,0
37,0,1,0,"$50,000 to $54,999",High school graduate,FL,1
29,1,1,1,"$35,000 to $39,999","Completed some graduate, but no degree",VA,0
28,1,1,0,"Less than $14,999",Completed some high school,NY,0
52,1,1,1,"$200,000 to $249,999","Completed some college, but no degree",NV,0
62,0,0,1,"$95,000 to $99,999","Completed some college, but no degree",TX,0
44,1,1,0,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,0
78,0,1,1,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",NY,1
40,1,1,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",PA,0
33,1,0,1,"$35,000 to $39,999","Completed some college, but no degree",AZ,1
72,0,0,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",IL,1
43,0,0,0,"$15,000 to $19,999",Middle School or less,IL,0
68,0,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,0
29,0,0,1,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",IL,0
61,0,0,1,"$15,000 to $19,999",Completed some high school,GA,1
59,0,1,1,"$80,000 to $84,999",High school graduate,MO,1
49,0,1,1,"$65,000 to $69,999",High school graduate,FL,0
37,1,0,1,"$95,000 to $99,999",More than College,NJ,1
63,0,1,1,"$150,000 to $174,999","Completed some graduate, but no degree",WA,1
42,1,1,1,"$200,000 to $249,999","Completed some college, but no degree",CO,1
18,0,0,0,"$35,000 to $39,999",Completed some high school,CA,0
46,0,0,1,"$55,000 to $59,999","Completed some college, but no degree",TX,1
33,1,1,1,"$70,000 to $74,999",More than College,KY,0
74,1,0,1,"$75,000 to $79,999","Completed some graduate, but no degree",FL,1
61,1,1,1,"$50,000 to $54,999","Completed some college, but no degree",IN,0
79,0,0,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",NY,0
44,1,0,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CT,0
21,1,1,1,"$100,000 to $124,999",High school graduate,NJ,1
43,0,1,0,"$30,000 to $34,999",High school graduate,CA,0
56,1,0,1,"$50,000 to $54,999",High school graduate,IA,1
46,0,0,1,"$20,000 to $24,999",High school graduate,PA,0
29,0,0,1,"$45,000 to $49,999",Completed some high school,AZ,1
57,0,0,1,"$60,000 to $64,999",High school graduate,MI,1
54,0,1,1,"$15,000 to $19,999","Completed some graduate, but no degree",IA,0
23,1,1,1,"$175,000 to $199,999","Completed some graduate, but no degree",FL,1
27,0,0,1,"Less than $14,999",Completed some high school,TN,0
18,0,1,1,"$55,000 to $59,999",Completed some high school,VA,1
30,0,0,0,"Less than $14,999","Completed some college, but no degree",NM,0
50,1,1,1,"$150,000 to $174,999",More than College,MO,0
38,0,0,1,"$100,000 to $124,999",More than College,CA,0
22,0,1,0,"Less than $14,999",Completed some high school,IN,0
40,1,1,1,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",VA,0
66,0,0,0,"$15,000 to $19,999","Completed some college, but no degree",MI,0
57,1,1,1,"$45,000 to $49,999",More than College,FL,0
44,1,1,0,"$250,000 and above",High school graduate,VA,0
68,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",PA,1
32,0,0,1,"$15,000 to $19,999",Completed some high school,MA,0
30,1,0,1,"$35,000 to $39,999",Completed some high school,OH,0
29,1,1,1,"$250,000 and above",More than College,CO,0
32,1,0,0,"$60,000 to $64,999",More than College,CA,0
26,1,0,1,"$30,000 to $34,999",High school graduate,LA,1
54,0,0,0,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",AR,0
30,0,1,0,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",SC,0
29,0,0,0,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",NY,0
74,0,1,1,"$150,000 to $174,999","Completed some graduate, but no degree",FL,0
64,0,1,0,"$25,000 to $29,999","Completed some graduate, but no degree",NC,0
51,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MD,1
25,1,0,1,"$35,000 to $39,999","Completed some graduate, but no degree",NY,0
75,0,0,1,"$50,000 to $54,999","Completed some college, but no degree",MA,0
38,1,1,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",OH,0
48,0,0,0,"$55,000 to $59,999","Completed some college, but no degree",CA,0
36,0,0,1,"$125,000 to $149,999",High school graduate,OR,0
37,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MO,0
68,0,1,1,"Less than $14,999",High school graduate,MD,0
40,1,0,1,"$25,000 to $29,999",Completed some high school,KY,1
78,0,1,1,"$150,000 to $174,999","Completed some college, but no degree",WA,0
47,0,0,1,"Less than $14,999",High school graduate,NH,1
40,1,0,1,"$35,000 to $39,999","Completed some college, but no degree",MA,0
41,1,0,0,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",CA,0
34,1,0,0,"$55,000 to $59,999",High school graduate,FL,0
44,1,0,0,"$45,000 to $49,999",Completed some high school,CT,1
31,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NJ,0
22,0,1,0,"$125,000 to $149,999",Completed some high school,CA,0
49,0,0,0,"$35,000 to $39,999",Completed some high school,NY,0
51,0,1,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",KS,1
48,0,1,0,"Less than $14,999",Completed some high school,CA,0
47,1,1,0,"Less than $14,999",Completed some high school,NY,0
67,1,0,0,"$90,000 to $94,999",High school graduate,TX,1
63,0,0,1,"Less than $14,999",Completed some high school,WV,0
58,1,1,0,"$75,000 to $79,999","Completed some college, but no degree",NY,0
20,1,0,1,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",TX,1
30,0,0,0,"Less than $14,999",Completed some high school,GA,0
60,0,0,1,"Less than $14,999","College Degree (such as B.A., B.S.)",LA,1
33,1,1,1,"$100,000 to $124,999","Completed some college, but no degree",TX,0
29,0,1,1,"Less than $14,999","Completed some college, but no degree",OH,1
41,1,1,1,"$200,000 to $249,999",More than College,CA,1
25,0,1,1,"Less than $14,999",High school graduate,RI,0
35,0,0,1,"Less than $14,999",Completed some high school,WI,0
42,0,0,0,"$35,000 to $39,999",Completed some high school,TN,0
44,0,0,1,"Less than $14,999",Completed some high school,MO,1
32,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",VA,0
31,0,0,0,"$35,000 to $39,999",Completed some high school,RI,0
28,0,1,1,"$55,000 to $59,999",Middle School or less,KY,0
25,0,0,1,"$65,000 to $69,999","Completed some college, but no degree",IL,0
30,0,0,0,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",GA,0
47,0,0,1,"$40,000 to $44,999",Completed some high school,UT,0
41,1,0,0,"$45,000 to $49,999",High school graduate,MD,0
40,1,0,0,"$80,000 to $84,999",More than College,NY,0
19,0,0,0,"$15,000 to $19,999",High school graduate,WI,0
66,0,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MO,1
19,0,1,1,"$85,000 to $89,999",Completed some high school,FL,1
51,0,1,0,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",OK,1
64,0,0,1,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",PA,0
41,1,0,1,"$60,000 to $64,999","Completed some college, but no degree",AZ,1
66,0,1,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",IL,0
25,1,1,1,"Less than $14,999",Completed some high school,MI,0
39,0,0,0,"$60,000 to $64,999",Completed some high school,TX,0
35,1,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NJ,1
25,1,1,1,"$75,000 to $79,999",More than College,CA,1
35,0,0,1,"$65,000 to $69,999",Completed some high school,GA,1
55,0,0,1,"Less than $14,999",High school graduate,KS,1
23,1,1,1,"Less than $14,999",Completed some high school,TX,0
52,1,1,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",IN,0
47,0,0,0,"Less than $14,999",Completed some high school,IN,0
23,0,0,0,"Less than $14,999","Completed some college, but no degree",WI,0
42,0,0,1,"$50,000 to $54,999","Completed some graduate, but no degree",NC,1
18,0,1,0,"Less than $14,999",High school graduate,NY,0
44,1,0,1,"$70,000 to $74,999","Completed some graduate, but no degree",ID,0
35,1,0,0,"$30,000 to $34,999","Completed some college, but no degree",NY,0
30,0,1,0,"$25,000 to $29,999",Completed some high school,CA,0
24,0,0,0,"$15,000 to $19,999",High school graduate,FL,0
47,1,0,1,"$95,000 to $99,999",High school graduate,OH,0
26,1,0,0,"$15,000 to $19,999",More than College,FL,0
59,0,1,1,"$65,000 to $69,999","Completed some college, but no degree",NY,0
31,0,1,1,"Less than $14,999","College Degree (such as B.A., B.S.)",AZ,0
42,1,0,1,"$45,000 to $49,999",More than College,PA,1
71,0,1,1,"$100,000 to $124,999","Completed some graduate, but no degree",CO,0
62,0,1,1,"$70,000 to $74,999",More than College,NE,1
18,0,0,0,"Less than $14,999",High school graduate,VA,0
23,0,0,1,"$35,000 to $39,999",Completed some high school,KY,1
19,0,0,0,"Less than $14,999","Completed some college, but no degree",PA,1
35,1,1,1,"$100,000 to $124,999",More than College,CA,0
39,0,0,0,"Less than $14,999",High school graduate,NC,0
19,0,0,0,"$125,000 to $149,999","Completed some college, but no degree",WA,0
32,1,1,1,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",WI,0
45,1,1,0,"$35,000 to $39,999",High school graduate,NY,0
65,1,1,1,"$250,000 and above","Completed some graduate, but no degree",NJ,1
64,0,1,1,"$30,000 to $34,999","Completed some graduate, but no degree",NM,0
32,1,0,0,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",TX,0
35,1,1,1,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",OK,1
56,0,0,0,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",AL,0
25,0,0,1,"$30,000 to $34,999",Completed some high school,VA,1
53,1,1,1,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",OK,0
55,1,1,1,"$100,000 to $124,999","Completed some graduate, but no degree",IL,1
36,0,1,1,"$50,000 to $54,999","Completed some college, but no degree",FL,1
62,0,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",DE,0
55,0,0,1,"$75,000 to $79,999",High school graduate,NH,0
40,1,1,1,"$125,000 to $149,999",More than College,DC,1
30,1,1,0,"$65,000 to $69,999","Completed some graduate, but no degree",CA,0
66,0,1,1,"$15,000 to $19,999","Completed some college, but no degree",CT,0
36,1,1,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",AL,0
72,0,1,0,"$125,000 to $149,999","Completed some college, but no degree",TX,1
37,1,1,1,"$55,000 to $59,999","Completed some college, but no degree",FL,0
18,0,0,0,"Less than $14,999",Completed some high school,MD,0
